NOME,RUA,NUMERO,BAIRRO,CIDADE,CEP,LATITUDE,LONGITUDE,CNPJ,PRECO MEDIO,VALOR MINIMO,CATEGORIA,AVALIACAO,TEMPO ENTREGA,VALOR ORIGINAL,SUPER RESTAURANTE
Marmitaria Sabor Brasil,Rua Padre Dorindo de Oliveira Matias,194,Sítio São Francisco,GUARULHOS,07261440,-23.453099,-46.401732,62421621000104,$,12,Brasileira,4.0,0,,NÃO
Kimania Doces Artesanal,Rua Rosa de Sharon,215,Parque Residencial Scaffid II,ITAQUAQUECETUBA,08587810,-23.433323,-46.30887,48672575000187,$,10,Doces & Bolos,0.0,0,,NÃO
Dogão da Paty,Rua Tristão de Ataide,107,Parque Residencial Marengo,ITAQUAQUECETUBA,08594350,-23.495685,-46.300284,,$,20,Lanches,0.0,77,12.5,NÃO
Marmitaria Alves,Rua Governador Ademar Pereira de Barros,40,Jardim Horto do Ipê,ITAQUAQUECETUBA,08593450,-23.475964,-46.293782,50912002000125,$,10,Marmita,5.0,0,,NÃO
Chocolaitê - Ateliê Gourmet,Rua Almeida Júnior,117,Jardim Altos de Itaquá,ITAQUAQUECETUBA,08598406,-23.465287,-46.323861,42296408000100,$,25,Açaí,0.0,50,10.99,NÃO
Yakissobas do Gendai - Bonsucesso,EST PRESID JUCELINO K DE OLIVEIRA,5308,BONSUCESSO,GUARULHOS,07252000,-23.434878,-46.403716,41776263000174,$,20,Chinesa,0.0,0,,NÃO
Rjb Açaí,Avenida Bandeirantes,415,Jardim Luciana,ITAQUAQUECETUBA,08575430,-23.497947,-46.357144,64337027000157,$,10,Açaí,5.0,42,6.99,NÃO
Dedé Lanche Artesanal,Rua Monte Alegre,353,Parque Recanto Mônica,ITAQUAQUECETUBA,08592210,-23.46874,-46.289039,,$,20,Lanches,0.0,0,,NÃO
X-men Burguer,Avenida Rochedo de Minas,67,Parque Viviane,ITAQUAQUECETUBA,08582005,-23.45443,-46.358204,41222334000197,$,0,Lanches,0.0,0,,NÃO
Açai & Cream,Rua João Siqueira de Moraes,80,Altos do Pinheirinho,ITAQUAQUECETUBA,08588814,-23.437957,-46.312956,33143831000171,$,15,Açaí,4.5,55,25,NÃO
Executivos do Gendai - Bonsucesso,EST PRESID JUCELINO K DE OLIVEIRA,5308,BONSUCESSO,GUARULHOS,07252000,-23.434878,-46.403716,41776263000174,$,20,Brasileira,0.0,0,,NÃO
Raio de Luz - Jardim Albertina,Estr. Pres. Juscelino K. de Oliveira,3540,Jardim dos Pimentas,GUARULHOS,07252000,-23.448907,-46.407586,10327737000681,$,20,Sorvetes,5.0,0,,NÃO
Padaria Sagrado Pão,Rua Alexandre Herculano,192,Parque Residencial Marengo,ITAQUAQUECETUBA,08594320,-23.494682,-46.300855,,$,10,Lanches,0.0,0,,NÃO
Marli Doces e Queijos,R. Amazonas,206,Jardim do Algarve,ITAQUAQUECETUBA,08572680,-23.501942,-46.345733,53696777000107,$,24,Doces & Bolos,0.0,46,7.99,NÃO
Sabores da Aninha,Rua Saratoga,5,Parque Residencial Califórnia,ITAQUAQUECETUBA,08584230,-23.425868,-46.347601,46411406000168,$,0,Doces & Bolos,0.0,0,,NÃO
Pizzaria Fama,R MARILIA,112,VILA BARTIRA,ITAQUAQUECETUBA,08577560,-23.48302,-46.375933,09069551000186,$$,20,Pizza,4.8,59,0,NÃO
Açaí do Bob,Rua Rubi,78,Jardim Nicea,ITAQUAQUECETUBA,08589310,-23.437716,-46.303309,51378416000189,$,10,Açaí,4.9,0,,NÃO
Mais Ki Salgados,Estrada Antônio Cordeiro Rosa,18,Jardim Paineira,ITAQUAQUECETUBA,08581020,-23.454836,-46.358595,60882954000105,$,20,Salgados,5.0,85,10,NÃO
Jé burguer e açaí ,Rua Marcelino Fernandez,210,Vila Monte Belo,ITAQUAQUECETUBA,08577600,-23.485812,-46.375132,53220306000110,$,10,Lanches,0.0,47,7.99,NÃO
Pizzas Rei,Rua Vital Brasil,735,Vila Maria Augusta,ITAQUAQUECETUBA,08570310,-23.47119,-46.351092,27101424000107,$$$,18,Pizza,0.0,55,3,NÃO
Confeitaria Artesanal La dolcieira ,Rua Serra dos Cristais,102,Jardim Amaral,ITAQUAQUECETUBA,08587300,-23.428136,-46.317006,43525802000128,$,15,Doces & Bolos,5.0,0,,NÃO
Batata Recheada Pira,Rua Oliveira Martins,285,Parque Piratininga III,ITAQUAQUECETUBA,08583590,-23.435581,-46.378758,,$,35,Lanches,0.0,0,,NÃO
Pizzaria Nova Esperança - Pizza - Delivery Rápido ,Avenida Italo Adami,2423,Vila Ursulina,ITAQUAQUECETUBA,08574020,-23.493327,-46.348828,06952277000109,$$$,30,Pizza,4.7,25,5,NÃO
Oggi Piratininga,Rua Hipólito da Costa,33,Parque Piratininga,ITAQUAQUECETUBA,08583480,-23.439824,-46.384461,51673548000133,$,15,Sorvetes,5.0,0,,NÃO
Italin House Macarrão Gourmet - Guarulhos Jd Nova Cidade,Av. Maria do Socorro e Silva Bezerra,1439,Jardim Nova Cidade,GUARULHOS,07252300,-23.444026,-46.406796,60184279000132,$$$,20,Italiana,4.7,0,,NÃO
Açaí da 20,Rua Millena Freitas dos Santos,342,Jardim Zélia,ITAQUAQUECETUBA,08575365,-23.496292,-46.368935,,$,20,Açaí,5.0,71,7.99,NÃO
Doceria J.m,Rua Dezoito,23,Jardim Nova Cidade,GUARULHOS,07252480,-23.446222,-46.403774,62129854000120,$,20,Brasileira,0.0,0,,NÃO
Top Burguer,Avenida Maria Socorro e Silva Bezerra,665,Jardim Nova Cidade,GUARULHOS,07252300,-23.444121,-46.402085,52741273000190,$,10,Lanches,0.0,0,,NÃO
Bomboniere e Lanchonete Doce Mel,Av. Itaquaquecetuba,568,Vila Monte Belo,ITAQUAQUECETUBA,08577210,-23.482906,-46.368523,21073038000164,$,20,Salgados,0.0,45,6.99,NÃO
Doces Di Alves,Ruq quitandinha,373,Jd. Tropical,ITAQUAQUECETUBA,08582640,-23.449663,-46.365645,,$,10,Doces & Bolos,0.0,51,11.99,NÃO
O Rei da Esfiha 2,Estrada Pedro da Cunha Albuquerque Lopes,2223,Perobal,ITAQUAQUECETUBA,08584584,-23.421058,-46.349265,48294491000157,$,10,Pizza,4.9,0,,NÃO
Mika Mel Doceria,Rua Brasfanta,475,Jardim Santa Inês,SUZANO,08695065,-23.497137,-46.290253,58110828000182,$,0,Doces & Bolos,0.0,120,24.99,NÃO
Sorveteria e Açaíteria Delícia,Rua San Genaro,164,Parque Residencial Califórnia,ITAQUAQUECETUBA,08584280,-23.425543,-46.346225,,$,20,Açaí,0.0,0,,NÃO
M.f.i Doces Gourmet e Açaí,rua leopoldino belau,76,Jardim ferrao,GUARULHOS,07252000,-23.450841,-46.404464,63958676000102,$,10,Açaí,4.9,0,,NÃO
Sabor da Casa,R. Santa Clara,91,Chacara Dona Escolastica,ITAQUAQUECETUBA,08581160,-23.458555,-46.356932,53583420000104,$,15,Marmita,0.0,60,0,NÃO
Point Pastelburguer,Rua Professor Claudio Antonio Lopes Ferro,38,Residencial Flamboyant,ITAQUAQUECETUBA,08588148,-23.439753,-46.323589,,$,20,Lanches,4.8,0,,NÃO
L'a Juo - Outlet Premium,Estrada de São Bento,9550,Jardim Josely,ITAQUAQUECETUBA,08590315,-23.43294,-46.272243,36058997000269,$,10,Doces & Bolos,0.0,0,,NÃO
Sweet AdamJuu,Rua Desembargador Paulo Octaviano Diniz Junqueira,106,Cidade Kemel,SAO PAULO,08130030,-23.508963,-46.366411,59419513000184,$,15,Doces & Bolos,0.0,49,9.99,NÃO
Casa do Norte e Restaurante Piratininga,Rua João Francisco Lisboa,335,Parque Piratininga,ITAQUAQUECETUBA,08583520,-23.438952,-46.381918,,$,20,Brasileira,0.0,45,15,NÃO
Rangô,Avenida Amazonas,155,Vila Lima II,ARUJA,07432575,-23.395501,-46.318461,35436908000127,$,40,Lanches,4.6,0,,NÃO
Confeitaria Artesanal Messias,Rua Uirapuru,101,Parque São Pedro,ITAQUAQUECETUBA,08586050,-23.441253,-46.340783,46106805000115,$,30,Doces & Bolos,0.0,55,16.99,NÃO
Delícias Doces,Rua Campo de Brito,138,Parque Maria Helena,GUARULHOS,07261120,-23.451179,-46.402381,59726431000182,$,15,Doces & Bolos,0.0,0,,NÃO
Toca Do Bode Bar & Restaurante ,Rua João Moretti,30,Jardim Alice,GUARULHOS,07263390,-23.465702,-46.397895,38304488000113,$,20,Brasileira,0.0,0,,NÃO
Hamburgueria Imperio Family,Rua Buenos Aires,862,Quinta da Boa Vista (Industrial),ITAQUAQUECETUBA,08597042,-23.45852,-46.318767,46246230000136,$,10,Lanches,4.8,98,19,NÃO
Padaria Maná,Rua Mantiqueira,86,Jardim Santa Luiza,POA,08555120,-23.509377,-46.359803,42104295000196,$,0,Padaria,0.0,85,7,NÃO
Mega Esfiha Cayubi,Estrada dos Índios,1075,Jardim Amanda Caiubi,ITAQUAQUECETUBA,08587000,-23.436537,-46.320177,21101595000141,$$,20,Pizza,4.9,0,,NÃO
mercado Ipanema,Rua Mombuca,574,Parque Recanto Mônica,ITAQUAQUECETUBA,08592140,-23.469924,-46.287025,21280692000149,$,100,Padaria,0.0,0,,NÃO
La Casa de Pastel - Miguel Badra,Avenida Miguel Badra,2332,Cidade Miguel Badra,SUZANO,08690010,-23.494156,-46.320654,52954564000167,$,20,Pastel,0.0,53,14.99,NÃO
Bellabe Doces,Avenida Ítalo Adami,1261,Vila Zeferina,ITAQUAQUECETUBA,08573000,-23.490989,-46.348585,61546955000133,$,9,Doces & Bolos,0.0,43,4.99,NÃO
Açaí e Sorvetes Love,Rua 20 de Novembro,693,Quinta da Boa Vista (Residencial),ITAQUAQUECETUBA,08597057,-23.455577,-46.319725,43505517000145,$,20,Açaí,0.0,53,14.99,NÃO
Wil Gourmet,Rua dos Vereadores,266,Jardim Maria Eliza,ITAQUAQUECETUBA,08580490,-23.457311,-46.344219,,$,25,Lanches,0.0,75,7,NÃO
Confeitaria Phamella Gourmet,Rua Onze,430,Sítio São Francisco,GUARULHOS,07261460,-23.459342,-46.398916,62303089000112,$,20,Brasileira,0.0,0,,NÃO
Bello Prato,Rua Doze,0,Sítio São Francisco,GUARULHOS,07261466,-23.460626,-46.399736,59093103000196,$,20,Brasileira,0.0,0,,NÃO
Pão Demais Sô! - Pão de Queijo Recheado,Av. Boa Vista,1077,Cidade Boa Vista,SUZANO,08693000,-23.49786,-46.30535,57629579000173,$,20,Lanches,0.0,0,,NÃO
Hamburgueria Artesanal Depois do Culto,Rua Centenário,246,Jardim Centenário,GUARULHOS,07270000,-23.457724,-46.426552,35679958000135,$$$,17,Lanches,4.8,0,,NÃO
Jugabia Bolos,Marechal Floriano Vieira Peixoto,259,Jardim América,ITAQUAQUECETUBA,08584030,-23.425306,-46.352843,33316897000116,$,15,Doces & Bolos,5.0,0,,NÃO
Lala Lanches,Rua Batatais,87,Vila Bartira,ITAQUAQUECETUBA,08577440,-23.480987,-46.369804,39845591000133,$,20,Lanches,0.0,50,3,NÃO
Delícias Caseiras,Avenida Norte Sul,520,Sítio São Francisco,GUARULHOS,07261490,-23.455001,-46.399625,50425744000126,$,12,Doces & Bolos,0.0,0,,NÃO
Sheey Doces e Salgados,Avenida Norte Sul,110,Sítio São Francisco,GUARULHOS,07261490,-23.453199,-46.399463,41974524000160,$,10,Salgados,0.0,0,,NÃO
"matutu espeto ""S""Bar ",Rua Oratório,80,Água Chata,GUARULHOS,07251210,-23.430875,-46.401951,60223783000102,$,20,Brasileira,5.0,0,,NÃO
Armazem Arujá do Bem,Rua Plínio Salgado Santangelo,1571,Vila Pedroso,ARUJA,07434315,-23.412798,-46.321717,17443799000193,$,10,Saudável,0.0,0,,NÃO
"Açaí Sabor do Norte - Cupom de 10,00 Disp",Rua Benedito Domingos Pedroso,249,Jardim Graziela,SUZANO,08695400,-23.492492,-46.280652,49302726000178,$,10,Açaí,3.0,0,,NÃO
Simplesmente Doces,"Rua Dezenove, 92 Jardim Nova Cidade",92,Jardim Nova Cidade,GUARULHOS,07252490,-23.446043,-46.402416,34274372000128,$,20,Doces & Bolos,4.8,0,,NÃO
Larica Burguer,RUA ANDRE REBOUCAS,11,Jardim Odete II ,ITAQUAQUECETUBA,08598610,-23.470216,-46.323131,53030741000181,$,20,Lanches,0.0,49,10.99,NÃO
Dali Doçuras Bolos e Doces ,Avenida Edmilson R. Marcelino,968,Cidade Miguel Badra,SUZANO,08690185,-23.499796,-46.318934,50314348000121,$,24,Doces & Bolos,4.9,38,15.99,NÃO
Mexicaletta Pastel,Avenida Amazonas,173,Barbosas,ARUJA,07402085,-23.395172,-46.318402,54679425000106,$,15,Pastel,0.0,0,,NÃO
“Bom de Boca”,Rua Arujá,180,Vila Monte Belo,ITAQUAQUECETUBA,08577330,-23.483324,-46.367072,44862534000100,$,10,Brasileira,0.0,45,6.99,NÃO
Mary Salgados,Estrada do Campo Limpo,307,Residencial Pamela,ITAQUAQUECETUBA,08596020,-23.473862,-46.320321,,$,30,Salgados,0.0,50,10.99,NÃO
Holy Doce,Rua Marcelino Fernandez,680,Vila Monte Belo,ITAQUAQUECETUBA,08577600,-23.489288,-46.373098,39628344000185,$,10,Doces & Bolos,0.0,46,7.99,NÃO
Horrara Store,Rua Deputado Emílio Carlos,221,Cidade Kemel,POA,08554220,-23.510753,-46.364315,42267910000185,$,10,Variada,0.0,49,10.99,NÃO
Satya Cozinha Afetiva,Rodovia Alberto Hinoto,1647,Jardim Limoeiro,ARUJA,07434325,-23.41337,-46.32163,47719909000168,$,20,Brasileira,0.0,120,22,NÃO
Restaurante Saborear 2,Avenida dos Expedicionários,1523,Vila Riman,ARUJA,07401370,-23.393293,-46.3198,11542517000129,$,12,Açaí,0.0,0,,NÃO
Rosie Salgados,Avenida dos Expedicionários,785,Vila Riman,ARUJA,07401370,-23.39734,-46.322531,,$,0,Salgados,0.0,0,,NÃO
Doces da Ari,Rua Charles Miars Cooper,167,Parque Maria Helena,GUARULHOS,07261130,-23.451165,-46.402619,61969060000101,$,15,Doces & Bolos,0.0,0,,NÃO
Naynna Bolos e Cia,R. Américo Vespúcio,75,Vila Augusta,MOGI DAS CRUZES,08593220,-23.481818,-46.285312,41476084000111,$,10,Doces & Bolos,0.0,0,,NÃO
Gabs Bolos & Doces,Estr. de São Bento,2069,Jardim Moraes,ITAQUAQUECETUBA,07440400,-23.462995,-46.311389,37160148000101,$,10,Doces & Bolos,0.0,52,12.99,NÃO
Pizzaria Takahashi,Avenida Ítalo Adami,800,Vila Ursulina,ITAQUAQUECETUBA,08574020,-23.487048,-46.349049,28704993000100,$,15,Pizza,0.0,41,4.99,NÃO
4 Estações Açai e Cia,Rua Manuel Lemes da Silva,589,Jardim das Oliveiras,SAO PAULO,08122140,-23.494715,-46.37951,37655758000178,$,15,Sorvetes,4.8,48,7.99,NÃO
Owan - Bonsucesso,EST PRESID JUCELINO K DE OLIVEIRA,5308,BONSUCESSO,GUARULHOS,00725000,-23.434878,-46.403716,41776263000174,$,40,Japonesa,4.5,0,,NÃO
Sorveteria Pingo de Mel Jm,Avenida Itaim Paulista,47,Jardim do Vale,ITAQUAQUECETUBA,08595550,-23.472202,-46.304873,37588632000128,$,10,Açaí,0.0,0,,NÃO
Adega Esqueça Tudo,Rua Fernando Pessoa,280,Parque Piratininga,ITAQUAQUECETUBA,08583400,-23.441865,-46.381667,55122326000183,$,20,Brasileira,0.0,0,,NÃO
Lanchonete da Luh,Avenida Marginal Sul,456,Conjunto Marcos Freire,GUARULHOS,07263740,-23.461118,-46.402907,43399017000176,$,20,Salgados,0.0,0,,NÃO
Comilões Hamburgueria -Burguer Artesanal,Rua Mirandópolis,444,Parque Recanto Monica,ITAQUAQUECETUBA,08592000,-23.471459,-46.291114,50914564000108,$,25,Lanches,4.7,70,9.99,NÃO
Santo Prato Fitness Comida Caseira,Avenida Jaguari,300,Cidade Boa Vista,SUZANO,08693010,-23.499717,-46.30228,21742596000175,$,24,Brasileira,0.0,0,,NÃO
Garagem dos Lanches,Estrada Pedro da Cunha Albuquerque Lopes,3238,Perobal,ITAQUAQUECETUBA,08584584,-23.426685,-46.354507,60486017000122,$,20,Brasileira,0.0,0,,NÃO
Donna Goumert,Rua Pedro José Nunes,4,Jardim Alice,GUARULHOS,07263385,-23.463632,-46.398226,19240374000102,$,20,Brasileira,0.0,0,,NÃO
Fabinho Salgados,Rua Uruçuca,51,Vila Esperança,ITAQUAQUECETUBA,08570664,-23.478217,-46.360791,35792614000138,$,10,Brasileira,0.0,44,6.99,NÃO
Perfumaria da Ze ,Rua Professor Clóvis da Silva Alves,78,Morro Branco,ITAQUAQUECETUBA,08573723,-23.494423,-46.345028,62202204000162,$,0,Brasileira,5.0,41,6.99,NÃO
Açaí do Una,R. Barra do Úna,168,Res. Furtuna,ITAQUAQUECETUBA,08598717,-23.47026,-46.319347,55019268000167,$,0,Açaí,5.0,51,11.99,NÃO
J.s Restaurantes.,Avenida Marginal Sul,508,Conjunto Marcos Freire,GUARULHOS,07263740,-23.460296,-46.404333,51176778000197,$,20,Brasileira,0.0,0,,NÃO
I Love To Eat,Rua Maringá,1045,Vila Ursulina,ITAQUAQUECETUBA,08574310,-23.503816,-46.359501,52121850000141,$,20,Brasileira,0.0,47,7.99,NÃO
RM Açaí Gourmet,Rua Carlos Chagas,70,Jardim Karine,ITAQUAQUECETUBA,08579460,-23.464492,-46.382258,51760602000188,$,20,Açaí,5.0,52,16.99,NÃO
Rodrigues Bolos e Doces,Rua Ipanguaçu,50,Jardim Violeta,POA,08555260,-23.512348,-46.356454,,$,0,Doces & Bolos,5.0,70,10.99,NÃO
Quiosque Estação do Sabor,Avenida João Manoel,150,Centro,ARUJA,07400610,-23.394578,-46.323641,41225245000102,$,15,Lanches,0.0,0,,NÃO
Wm Açaí,R. Onze,152,Sítio São Francisco,GUARULHOS,07263655,-23.459342,-46.398916,57278018000177,$,10,Açaí,0.0,0,,NÃO
Baiao de Dois Cremoso,Rua Corumbataí,250,Vila Virgínia,ITAQUAQUECETUBA,08576290,-23.491557,-46.358626,45200134000194,$,10,Marmita,0.0,43,4.99,NÃO
Açaí e Esfiharia do Gordo.,Avenida River,465,Água Chata,GUARULHOS,07251370,-23.441561,-46.389375,50991073000160,$,15,Lanches,0.0,0,,NÃO
Lari Doces,Avenida Cardeal,429,Parque Sao Pedro,ITAQUAQUECETUBA,08586010,-23.439952,-46.340141,59299721000197,$,25,Doces & Bolos,0.0,0,,NÃO
MANIA BURGER,Avenida Boa Vista,0,Cidade Boa Vista,SUZANO,08693000,-23.502008,-46.305266,59367438000155,$,30,Lanches,4.8,70,29.99,NÃO
Açailand - Shopping Bonsucesso - Guarulhos,Rua valtemir ramos ,5300,Água chata ,GUARULHOS,07252000,-23.4339,-46.404419,60518095000161,$,0,Açaí,5.0,0,,NÃO
Fênix Burguer,Rua Sarandi,178,Parque Viviane,ITAQUAQUECETUBA,08582020,-23.452082,-46.359095,41916635000110,$,15,Hambúrguer,5.0,81,10.99,NÃO
Confeitaria Bolo Fofo,RUA ROMENIA,159,JARDIM ADRIANE,ITAQUAQUECETUBA,08598730,-23.47356,-46.32425,23723392000112,$$,20,Doces & Bolos,4.8,65,11.99,NÃO
Maju Delícias no Pote,Rua Arujá,90,Vila Monte Belo,ITAQUAQUECETUBA,08577330,-23.483067,-46.366254,43098040000120,$,20,Brasileira,0.0,45,6.99,NÃO
Sushi tokio,Estrada dos Índios,1179,Jardim Amanda Caiubi,ITAQUAQUECETUBA,08587000,-23.435268,-46.319023,37800512000142,$,40,Japonesa,4.0,40,22.99,NÃO
Rosa de Saron,Rua Humberto de Alencar Castelo Branco,470,Jardim América,ITAQUAQUECETUBA,08584020,-23.424414,-46.353739,52939608000180,$,20,Doces & Bolos,0.0,0,,NÃO
Point N&j,Rua Poá,85,Jardim Valparaiso,ITAQUAQUECETUBA,08577840,-23.493872,-46.362827,40268148000126,$,20,Brasileira,0.0,46,7.99,NÃO
Nathy Cakes Confeitaria,Rua Treze,404,Conjunto Marcos Freire,GUARULHOS,07263665,-23.462483,-46.401347,35883202000103,$,10,Doces & Bolos,4.8,0,,NÃO
Sweet & Cake.,Avenida Itaquaquecetuba,839,Vila Monte Belo,ITAQUAQUECETUBA,08577210,-23.483932,-46.37004,,$,10,Doces & Bolos,0.0,46,7.99,NÃO
Lanches Panda Burger Açaí & Sorvetes,Rua Mirandópolis,471,Parque Recanto Mônica,ITAQUAQUECETUBA,08592000,-23.471347,-46.291404,37459985000128,$,20,Lanches,0.0,0,,NÃO
Delicias da Nega,Rua Felipe Camarão,491,Vila Áurea,POA,08555000,-23.510922,-46.359929,28745243000178,$,18,Açaí,0.0,49,10.99,NÃO
Pizzaria Amorim,Rua Desembargador Isnard dos Reis,1326,Cidade Kemel,SAO PAULO,08130000,-23.511326,-46.367698,07568385000137,$$,37,Pizza,3.3,58,9,NÃO
Delícias da Neuza,Rua Major Benjamin Franco,720,Centro,ARUJA,07400590,-23.396784,-46.330643,48299646000148,$,10,Brasileira,0.0,0,,NÃO
Família Ágape,Rua José Inácio Gomes,430,Parque Jurema,GUARULHOS,07244270,-23.450439,-46.414277,50878130000108,$,10,Italiana,4.5,0,,NÃO
Casa da Massa Salgados,Estrada São Caetano do Sul,457,Parque Piratininga,ITAQUAQUECETUBA,08583000,-23.44617,-46.378132,60170483000102,$,20,Salgados,4.8,0,,NÃO
Kidelicia Comida Caseira,Estrada Alberto Hinoto,1600,Vila Monte Belo,ITAQUAQUECETUBA,08577010,-23.4801,-46.35204,32517917000154,$,20,Marmita,0.0,30,0,NÃO
Peu Burguer,Rua Ulisses Isaias de Almeida,279,Cidade Miguel Badra (Gleba 02),SUZANO,08692040,-23.491867,-46.323777,62681271000107,$,25,Brasileira,0.0,53,14.99,NÃO
Reginetta Spolet,Rua Augusto Moreira,60,Cidade Miguel Badra (Gleba 02),SUZANO,08692030,-23.493413,-46.321829,,$,20,Italiana,0.0,53,14.99,NÃO
Hot Dog no Ponto,Avenida Ítalo Adami,549,Vila Ursulina,ITAQUAQUECETUBA,08574020,-23.485188,-46.349966,,$,12,Lanches,0.0,41,4.99,NÃO
Vivendo Burger,Rua Gabriel Cardoso Filho,5,Vila Maria de Maggi,SUZANO,08680170,-23.528386,-46.321194,53627307000183,$,12,Lanches,4.5,90,12.99,NÃO
Damadalanches o Fast-food das Casinhas,RUA JANEZ NOVAK,38,JARDIM DAS OLIVEIRAS,SAO PAULO,08111770,-23.488603,-46.386385,59405450000107,$,10,Marmita,4.9,57,6.99,NÃO
Juliu's Pizzaria,Alameda Crisântemos,734,Cidade Nova Arujá,ARUJA,07411355,-23.40744,-46.34132,,$,20,Italiana,0.0,0,,NÃO
Açai e Sorveteria Nova Era ,Rua Padre Anchieta,495,Centro,ITAQUAQUECETUBA,08570200,-23.470488,-46.352922,37815196000182,$,20,Açaí,0.0,45,6.99,NÃO
Point R & P,Rua Serra Acaraí,170,Jardim Paineira,ITAQUAQUECETUBA,08581070,-23.455502,-46.355717,39933647000101,$,10,Açaí,0.0,0,,NÃO
Senhora Batata,Rua Capão Bonito,44,Vila Virgínia,ITAQUAQUECETUBA,08576140,-23.491972,-46.35625,,$,0,Brasileira,0.0,40,5,NÃO
Jenny Doces de Amor,Rua Jundiaí,670,Vila Monte Belo,ITAQUAQUECETUBA,08577320,-23.48727,-46.372624,,$,20,Brasileira,0.0,20,5,NÃO
Batata Recheada Express,Rua Araçatuba,81,Jardim Santa Luiza,POA,08555100,-23.509824,-46.360634,,$,7,Lanches,5.0,67,10.99,NÃO
Brigaderia Gourmet - Vitória Marques,Rua São Francisco,461,Quinta da Boa Vista (Residencial),ITAQUAQUECETUBA,08597565,-23.458421,-46.320729,64554030000122,$,10,Doces & Bolos,5.0,29,7.99,NÃO
Pâmcakes,Tv dos anjos,69,Jardim Maria Rosa II,ITAQUAQUECETUBA,08582725,-23.443266,-46.370517,,$,22,Doces & Bolos,0.0,53,14.99,NÃO
Delícias da Pietra,Rua Granada,229,Jardim Fazenda Rincão,ARUJA,07428330,-23.411736,-46.329487,53458743000176,$,10,Doces & Bolos,0.0,0,,NÃO
Dino Açaí Gourmet,Estrada do Sacramento,935,Cidade Tupinambá,GUARULHOS,07263000,-23.462361,-46.406669,57927631000178,$,20,Açaí,4.8,0,,NÃO
" Confeitaria Kadosh – Bolos Gelados , Bolo Caseiro, Brownie,  Sobremesas Geladas",Rua Potiguara,509,Parque Jurema,GUARULHOS,07244120,-23.448066,-46.412833,50310658000178,$,25,Doces & Bolos,4.5,0,,NÃO
Bolos da Gilda ,Avenida Jurema,955,Parque Jurema,GUARULHOS,07244000,-23.44444,-46.409979,57944151000115,$,15,Doces & Bolos,0.0,0,,NÃO
Burguer na Vibe Leste,Rua Borba Gato,237,Vila Augusta,ITAQUAQUECETUBA,08593140,-23.480823,-46.282636,63408003000189,$,20,Brasileira,5.0,0,,NÃO
Eskina33 & Burg,Rua Manoel dos Reis,29,Jardim Europa,SUZANO,08696060,-23.501615,-46.295186,62969359000129,$,20,Brasileira,4.5,0,,NÃO
Ponto da economia,Rua da Tubulação,10,Jardim Miray,ITAQUAQUECETUBA,08574440,-23.508517,-46.365529,40619378000192,$,10,Lanches,5.0,70,10.99,NÃO
Souza Dog,Rua Barão de Almeida Vallim,87,Jardim Medina,POA,08556350,-23.514404,-46.347818,,$,15,Lanches,0.0,49,8.99,NÃO
Açaí do Gordo (unidade 2),Avenida Dom Paulo Rolim Loureiro,1172,Vila Oliveira,MOGI DAS CRUZES,08790260,-23.533348,-46.169852,63633907000108,$,15,Açaí,4.9,0,,NÃO
Miss Potato,Avenida Marginal Direita,111,Jardim Nova Cidade,GUARULHOS,07252310,-23.446216,-46.404314,56877177000125,$,30,Salgados,5.0,0,,NÃO
Bolos Caseiros Lafran,Rua Rio Tamanduateí,112,Jardim Nova Itaqua,ITAQUAQUECETUBA,08599320,-23.470808,-46.343688,50843698000185,$,14,Doces & Bolos,4.9,34,6.99,NÃO
Açaizão,Rua Cícera Adriana Oliveira Cruz,121,Jardim Nova Cidade,GUARULHOS,07252510,-23.444654,-46.405857,41907779000100,$,10,Açaí,0.0,0,,NÃO
Tempero Vivo,Rua Guaranta,58,Jardim Pinheirinho,ITAQUAQUECETUBA,08589265,-23.437887,-46.298977,,$,20,Brasileira,0.0,0,,NÃO
Helar Variedades (cosmeticos),Estrada Água Chata,2315,Água Chata,GUARULHOS,07251000,-23.439232,-46.395652,59430700000169,$,0,Presentes,0.0,0,,NÃO
Mega Açai & Cia,Rua Renato A. Della Lata,496,Chácara Miguel Badra,SUZANO,08690015,-23.497311,-46.314591,54812742000140,$,25,Açaí,4.8,0,,NÃO
Padaria Vinicius,Avenida Maria Socorro e Silva Bezerra,936,Jardim Nova Cidade,GUARULHOS,07252300,-23.442261,-46.402299,38122833000106,$,30,Padaria,0.0,0,,NÃO
Lima Mine Salgados,Rua Caraibas,303,Parque Nossa Senhora das Graças,ITAQUAQUECETUBA,08590140,-23.442564,-46.280605,57125761000197,$,35,Salgados,0.0,0,,NÃO
Acaieee Express,Rua Rodeio Bonito,29,Jardim Coqueiro,ITAQUAQUECETUBA,08582630,-23.450946,-46.363867,63466042000132,$,20,Açaí,4.5,51,8.99,NÃO
Bendito Cuscuz,Rua Theodoro Sampaio,43,Jardim Santa Luiza,POA,08555010,-23.512996,-46.359479,55174225000156,$,0,Nordestina,3.0,49,10.99,NÃO
Pizzaria Super Pizza Filadélfia,Rua Serpentina,461,Jardim Fazenda Rincão,ARUJA,07428320,-23.411728,-46.33053,59658667000129,$,35,Pizza,4.8,0,,NÃO
Maremonti - Aruja,Avenida Benedito Manoel dos Santos,1235,Jardim Fazenda Rincão,ARUJA,07428205,-23.412552,-46.324638,37834646000184,$,20,Italiana,0.0,0,,NÃO
